"document"	"topic"	"gamma"
"150"	"1942_Крупеничка.txt"	9	2.44074295890798e-05
"151"	"1942_Крупеничка.txt"	7	2.44074295890788e-05
"152"	"1942_Крупеничка.txt"	20	2.44074295890744e-05
"153"	"1942_Крупеничка.txt"	1	2.44074295890718e-05
"154"	"1942_Крупеничка.txt"	3	2.4407429589071e-05
"155"	"1942_Крупеничка.txt"	11	2.44074295890654e-05
"156"	"1942_Крупеничка.txt"	2	2.44074295890641e-05
"157"	"1942_Крупеничка.txt"	26	2.44074295890546e-05
"158"	"1942_Крупеничка.txt"	23	2.44074295890273e-05
"159"	"1942_Крупеничка.txt"	25	2.44074295890032e-05
"160"	"1942_Крупеничка.txt"	12	2.44074295889582e-05
"161"	"1942_Крупеничка.txt"	6	2.44074295888524e-05
"162"	"1942_Крупеничка.txt"	13	2.44074295887744e-05
"163"	"1944_Зоренька.txt"	19	0.999724035484511
"164"	"1944_Зоренька.txt"	11	1.06140198266204e-05
"165"	"1944_Зоренька.txt"	24	1.06140198266063e-05
"166"	"1944_Зоренька.txt"	16	1.06140198265879e-05
"167"	"1944_Зоренька.txt"	20	1.06140198265793e-05
"168"	"1944_Зоренька.txt"	27	1.06140198265614e-05
"169"	"1944_Зоренька.txt"	23	1.06140198265592e-05
"170"	"1944_Зоренька.txt"	17	1.06140198265563e-05
"171"	"1944_Зоренька.txt"	10	1.06140198265519e-05
"172"	"1944_Зоренька.txt"	2	1.06140198265442e-05
"173"	"1944_Зоренька.txt"	26	1.06140198265295e-05
"174"	"1944_Зоренька.txt"	4	1.06140198265264e-05
"175"	"1944_Зоренька.txt"	7	1.0614019826524e-05
"176"	"1944_Зоренька.txt"	25	1.06140198265198e-05
"177"	"1944_Зоренька.txt"	14	1.06140198265171e-05
"178"	"1944_Зоренька.txt"	6	1.06140198265151e-05
"179"	"1944_Зоренька.txt"	15	1.06140198265148e-05
"180"	"1944_Зоренька.txt"	8	1.06140198265095e-05
"181"	"1944_Зоренька.txt"	1	1.06140198264957e-05
"182"	"1944_Зоренька.txt"	12	1.0614019826488e-05
"183"	"1944_Зоренька.txt"	22	1.06140198264826e-05
"184"	"1944_Зоренька.txt"	5	1.06140198264776e-05
"185"	"1944_Зоренька.txt"	3	1.06140198264757e-05
"186"	"1944_Зоренька.txt"	18	1.0614019826472e-05
"187"	"1944_Зоренька.txt"	9	1.06140198264326e-05
"188"	"1944_Зоренька.txt"	21	1.06140198263975e-05
"189"	"1944_Зоренька.txt"	13	1.06140198263229e-05
"190"	"2263_Сказка_для_детей_старшего_возраста.txt"	25	0.999066289683111
"191"	"2263_Сказка_для_детей_старшего_возраста.txt"	7	3.59119352650756e-05
"192"	"2263_Сказка_для_детей_старшего_возраста.txt"	22	3.59119352650588e-05
"193"	"2263_Сказка_для_детей_старшего_возраста.txt"	15	3.59119352650535e-05
"194"	"2263_Сказка_для_детей_старшего_возраста.txt"	10	3.591193526505e-05
"195"	"2263_Сказка_для_детей_старшего_возраста.txt"	19	3.59119352650465e-05
"196"	"2263_Сказка_для_детей_старшего_возраста.txt"	13	3.59119352650457e-05
"197"	"2263_Сказка_для_детей_старшего_возраста.txt"	23	3.59119352650314e-05
"198"	"2263_Сказка_для_детей_старшего_возраста.txt"	16	3.59119352650207e-05
"199"	"2263_Сказка_для_детей_старшего_возраста.txt"	3	3.59119352650061e-05
"200"	"2263_Сказка_для_детей_старшего_возраста.txt"	2	3.59119352649829e-05
"201"	"2263_Сказка_для_детей_старшего_возраста.txt"	26	3.59119352649762e-05
"202"	"2263_Сказка_для_детей_старшего_возраста.txt"	6	3.59119352649726e-05
"203"	"2263_Сказка_для_детей_старшего_возраста.txt"	17	3.59119352649704e-05
"204"	"2263_Сказка_для_детей_старшего_возраста.txt"	5	3.5911935264969e-05
"205"	"2263_Сказка_для_детей_старшего_возраста.txt"	24	3.59119352649625e-05
"206"	"2263_Сказка_для_детей_старшего_возраста.txt"	18	3.59119352649591e-05
"207"	"2263_Сказка_для_детей_старшего_возраста.txt"	4	3.59119352649488e-05
"208"	"2263_Сказка_для_детей_старшего_возраста.txt"	11	3.59119352649436e-05
"209"	"2263_Сказка_для_детей_старшего_возраста.txt"	14	3.5911935264938e-05
"210"	"2263_Сказка_для_детей_старшего_возраста.txt"	20	3.59119352649377e-05
"211"	"2263_Сказка_для_детей_старшего_возраста.txt"	12	3.59119352649256e-05
"212"	"2263_Сказка_для_детей_старшего_возраста.txt"	9	3.59119352649199e-05
"213"	"2263_Сказка_для_детей_старшего_возраста.txt"	27	3.5911935264919e-05
"214"	"2263_Сказка_для_детей_старшего_возраста.txt"	1	3.59119352649081e-05
"215"	"2263_Сказка_для_детей_старшего_возраста.txt"	8	3.59119352649069e-05
"216"	"2263_Сказка_для_детей_старшего_возраста.txt"	21	3.59119352648709e-05
"217"	"2613_Диво-дивное.txt"	9	0.999682278653522
"218"	"2613_Диво-дивное.txt"	16	1.22200517877335e-05
"219"	"2613_Диво-дивное.txt"	24	1.2220051787724e-05
"220"	"2613_Диво-дивное.txt"	1	1.22200517877217e-05
"221"	"2613_Диво-дивное.txt"	26	1.22200517877095e-05
"222"	"2613_Диво-дивное.txt"	7	1.22200517876777e-05
"223"	"2613_Диво-дивное.txt"	19	1.22200517876769e-05
"224"	"2613_Диво-дивное.txt"	22	1.22200517876744e-05
"225"	"2613_Диво-дивное.txt"	2	1.22200517876688e-05
"226"	"2613_Диво-дивное.txt"	11	1.2220051787664e-05
"227"	"2613_Диво-дивное.txt"	27	1.22200517876596e-05
"228"	"2613_Диво-дивное.txt"	8	1.22200517876448e-05
"229"	"2613_Диво-дивное.txt"	18	1.22200517876324e-05
