"document"	"topic"	"gamma"
"139"	"1086_Модель_номер_десять.txt"	5	9.71942654533586e-06
"140"	"1086_Модель_номер_десять.txt"	9	9.71942654519914e-06
"141"	"1096_Два_шага.txt"	9	0.549748598756565
"142"	"1096_Два_шага.txt"	8	0.424108421733272
"143"	"1096_Два_шага.txt"	1	0.0259635807409034
"144"	"1096_Два_шага.txt"	3	2.56283956088419e-05
"145"	"1096_Два_шага.txt"	4	2.56283956084964e-05
"146"	"1096_Два_шага.txt"	10	2.56283956084798e-05
"147"	"1096_Два_шага.txt"	7	2.56283956084118e-05
"148"	"1096_Два_шага.txt"	5	2.56283956083902e-05
"149"	"1096_Два_шага.txt"	2	2.56283956082459e-05
"150"	"1096_Два_шага.txt"	6	2.56283956082243e-05
"151"	"1117_Синяя_звезда.txt"	5	0.997639689958234
"152"	"1117_Синяя_звезда.txt"	10	0.00227442509806933
"153"	"1117_Синяя_звезда.txt"	8	1.07356179625939e-05
"154"	"1117_Синяя_звезда.txt"	4	1.07356179621736e-05
"155"	"1117_Синяя_звезда.txt"	7	1.07356179621427e-05
"156"	"1117_Синяя_звезда.txt"	2	1.07356179620989e-05
"157"	"1117_Синяя_звезда.txt"	3	1.07356179620883e-05
"158"	"1117_Синяя_звезда.txt"	1	1.07356179619744e-05
"159"	"1117_Синяя_звезда.txt"	6	1.07356179619438e-05
"160"	"1117_Синяя_звезда.txt"	9	1.07356179619128e-05
"161"	"1119_Пуделиный_язык.txt"	8	0.999799242691426
"162"	"1119_Пуделиный_язык.txt"	7	2.23063676195969e-05
"163"	"1119_Пуделиный_язык.txt"	10	2.23063676195184e-05
"164"	"1119_Пуделиный_язык.txt"	5	2.23063676194382e-05
"165"	"1119_Пуделиный_язык.txt"	2	2.23063676194339e-05
"166"	"1119_Пуделиный_язык.txt"	3	2.23063676193697e-05
"167"	"1119_Пуделиный_язык.txt"	1	2.23063676193589e-05
"168"	"1119_Пуделиный_язык.txt"	9	2.23063676192608e-05
"169"	"1119_Пуделиный_язык.txt"	4	2.23063676192293e-05
"170"	"1119_Пуделиный_язык.txt"	6	2.23063676189521e-05
"171"	"1120_Звериный_урок.txt"	2	0.465299672339727
"172"	"1120_Звериный_урок.txt"	9	0.218644242032462
"173"	"1120_Звериный_урок.txt"	1	0.163432952550176
"174"	"1120_Звериный_урок.txt"	6	0.151439175025387
"175"	"1120_Звериный_урок.txt"	3	0.000197326342041467
"176"	"1120_Звериный_урок.txt"	8	0.000197326342041428
"177"	"1120_Звериный_урок.txt"	7	0.000197326342041385
"178"	"1120_Звериный_урок.txt"	5	0.000197326342041341
"179"	"1120_Звериный_урок.txt"	4	0.000197326342041261
"180"	"1120_Звериный_урок.txt"	10	0.00019732634204126
"181"	"1121_Сын_стрелочника.txt"	9	0.536511468402103
"182"	"1121_Сын_стрелочника.txt"	3	0.463343501505021
"183"	"1121_Сын_стрелочника.txt"	1	1.81287616095831e-05
"184"	"1121_Сын_стрелочника.txt"	2	1.81287616095408e-05
"185"	"1121_Сын_стрелочника.txt"	6	1.81287616094615e-05
"186"	"1121_Сын_стрелочника.txt"	8	1.81287616094377e-05
"187"	"1121_Сын_стрелочника.txt"	5	1.81287616094166e-05
"188"	"1121_Сын_стрелочника.txt"	4	1.8128761609374e-05
"189"	"1121_Сын_стрелочника.txt"	10	1.81287616092985e-05
"190"	"1121_Сын_стрелочника.txt"	7	1.81287616092809e-05
"191"	"1122_Дед_и_внук.txt"	8	0.999708178161647
"192"	"1122_Дед_и_внук.txt"	4	3.24246487060796e-05
"193"	"1122_Дед_и_внук.txt"	3	3.24246487059642e-05
"194"	"1122_Дед_и_внук.txt"	7	3.24246487059353e-05
"195"	"1122_Дед_и_внук.txt"	5	3.2424648705927e-05
"196"	"1122_Дед_и_внук.txt"	10	3.24246487059144e-05
"197"	"1122_Дед_и_внук.txt"	6	3.2424648705898e-05
"198"	"1122_Дед_и_внук.txt"	2	3.24246487058666e-05
"199"	"1122_Дед_и_внук.txt"	1	3.24246487058486e-05
"200"	"1122_Дед_и_внук.txt"	9	3.24246487058471e-05
"201"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	1	0.782379721483563
"202"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	3	0.179282082052014
"203"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	2	0.0199253886343849
"204"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	4	0.0181107591502168
"205"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	6	5.03414466368909e-05
"206"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	8	5.03414466368637e-05
"207"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	7	5.03414466368632e-05
"208"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	5	5.0341446636808e-05
"209"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	10	5.03414466367851e-05
"210"	"1123_Как_Таня_ездила_в_зоологический_сад.txt"	9	5.03414466367657e-05
"211"	"1188_Яшка-цыганок.txt"	4	0.999791484543437
"212"	"1188_Яшка-цыганок.txt"	3	2.31683840629553e-05
"213"	"1188_Яшка-цыганок.txt"	8	2.31683840628655e-05
"214"	"1188_Яшка-цыганок.txt"	9	2.31683840628369e-05
"215"	"1188_Яшка-цыганок.txt"	7	2.31683840625971e-05
"216"	"1188_Яшка-цыганок.txt"	1	2.31683840625827e-05
"217"	"1188_Яшка-цыганок.txt"	2	2.31683840625488e-05
"218"	"1188_Яшка-цыганок.txt"	5	2.31683840624149e-05
"219"	"1188_Яшка-цыганок.txt"	6	2.31683840622176e-05
"220"	"1188_Яшка-цыганок.txt"	10	2.31683840620413e-05
"221"	"1259_Гибель_Британии.txt"	6	0.999931536870491
"222"	"1259_Гибель_Британии.txt"	1	7.60701439023729e-06
"223"	"1259_Гибель_Британии.txt"	8	7.6070143902178e-06
"224"	"1259_Гибель_Британии.txt"	7	7.60701439021086e-06
"225"	"1259_Гибель_Британии.txt"	4	7.60701439009656e-06
"226"	"1259_Гибель_Британии.txt"	3	7.60701439006119e-06
"227"	"1259_Гибель_Британии.txt"	10	7.60701438999354e-06
"228"	"1259_Гибель_Британии.txt"	9	7.60701438996533e-06
"229"	"1259_Гибель_Британии.txt"	2	7.60701438995507e-06
"230"	"1259_Гибель_Британии.txt"	5	7.6070143882218e-06
"231"	"1263_Пекарня.txt"	9	0.639702056742395
"232"	"1263_Пекарня.txt"	5	0.360203432619068
"233"	"1263_Пекарня.txt"	2	1.18138298174442e-05
"234"	"1263_Пекарня.txt"	3	1.18138298173953e-05
"235"	"1263_Пекарня.txt"	1	1.18138298172106e-05
"236"	"1263_Пекарня.txt"	7	1.18138298171842e-05
"237"	"1263_Пекарня.txt"	4	1.18138298171034e-05
"238"	"1263_Пекарня.txt"	8	1.1813829817093e-05
"239"	"1263_Пекарня.txt"	10	1.18138298170597e-05
"240"	"1263_Пекарня.txt"	6	1.18138298170176e-05
"241"	"1264_В_тайге.txt"	4	0.99996311768584
"242"	"1264_В_тайге.txt"	9	4.09803490690878e-06
"243"	"1264_В_тайге.txt"	2	4.09803490681497e-06
"244"	"1264_В_тайге.txt"	1	4.09803490678763e-06
"245"	"1264_В_тайге.txt"	3	4.09803490676728e-06
"246"	"1264_В_тайге.txt"	7	4.0980349067317e-06
"247"	"1264_В_тайге.txt"	5	4.09803490660505e-06
"248"	"1264_В_тайге.txt"	6	4.09803490646554e-06
"249"	"1264_В_тайге.txt"	8	4.09803490635458e-06
"250"	"1264_В_тайге.txt"	10	4.09803490634475e-06
"251"	"1296_Как_папа_Таню_носил.txt"	3	0.556666788314766
"252"	"1296_Как_папа_Таню_носил.txt"	2	0.442824347899518
"253"	"1296_Как_папа_Таню_носил.txt"	6	6.36079732145746e-05
"254"	"1296_Как_папа_Таню_носил.txt"	10	6.36079732145453e-05
"255"	"1296_Как_папа_Таню_носил.txt"	1	6.36079732145272e-05
"256"	"1296_Как_папа_Таню_носил.txt"	5	6.36079732144935e-05
"257"	"1296_Как_папа_Таню_носил.txt"	4	6.36079732144732e-05
"258"	"1296_Как_папа_Таню_носил.txt"	9	6.36079732144594e-05
"259"	"1296_Как_папа_Таню_носил.txt"	8	6.36079732144166e-05
"260"	"1296_Как_папа_Таню_носил.txt"	7	6.36079732144162e-05
"261"	"1297_Летуны.txt"	4	0.999890759081196
"262"	"1297_Летуны.txt"	10	1.21378798674035e-05
"263"	"1297_Летуны.txt"	1	1.21378798672567e-05
"264"	"1297_Летуны.txt"	6	1.21378798672466e-05
"265"	"1297_Летуны.txt"	7	1.21378798672397e-05
"266"	"1297_Летуны.txt"	2	1.2137879867164e-05
"267"	"1297_Летуны.txt"	8	1.2137879867143e-05
"268"	"1297_Летуны.txt"	3	1.21378798670771e-05
"269"	"1297_Летуны.txt"	5	1.21378798670401e-05
"270"	"1297_Летуны.txt"	9	1.21378798669652e-05
"271"	"1359_Хромцо.txt"	4	0.920964169707922
"272"	"1359_Хромцо.txt"	3	0.0789157491272584
"273"	"1359_Хромцо.txt"	5	1.50101456025344e-05
"274"	"1359_Хромцо.txt"	2	1.50101456025238e-05
"275"	"1359_Хромцо.txt"	10	1.50101456025212e-05
"276"	"1359_Хромцо.txt"	1	1.50101456025075e-05
"277"	"1359_Хромцо.txt"	7	1.5010145602476e-05
"278"	"1359_Хромцо.txt"	6	1.50101456024586e-05
"279"	"1359_Хромцо.txt"	8	1.50101456023923e-05
"280"	"1359_Хромцо.txt"	9	1.50101456022062e-05
"281"	"1360_Коськин_день.txt"	4	0.964213791409299
"282"	"1360_Коськин_день.txt"	3	0.0355193626207074
"283"	"1360_Коськин_день.txt"	8	3.33557462492311e-05
"284"	"1360_Коськин_день.txt"	2	3.33557462491937e-05
"285"	"1360_Коськин_день.txt"	6	3.33557462491523e-05
"286"	"1360_Коськин_день.txt"	5	3.33557462491398e-05
"287"	"1360_Коськин_день.txt"	1	3.33557462491255e-05
"288"	"1360_Коськин_день.txt"	9	3.33557462491251e-05
"289"	"1360_Коськин_день.txt"	10	3.33557462490849e-05
