"document"	"topic"	"gamma"
"321"	"1117_Синяя_звезда.txt"	4	6.46781295003304e-06
"322"	"1117_Синяя_звезда.txt"	22	6.46781295002358e-06
"323"	"1117_Синяя_звезда.txt"	6	6.4678129500145e-06
"324"	"1117_Синяя_звезда.txt"	17	6.46781295000222e-06
"325"	"1117_Синяя_звезда.txt"	20	6.46781294998581e-06
"326"	"1117_Синяя_звезда.txt"	9	6.4678129499646e-06
"327"	"1117_Синяя_звезда.txt"	13	6.46781294996124e-06
"328"	"1117_Синяя_звезда.txt"	19	6.46781294995521e-06
"329"	"1117_Синяя_звезда.txt"	1	6.46781294994807e-06
"330"	"1117_Синяя_звезда.txt"	3	6.46781294994527e-06
"331"	"1119_Пуделиный_язык.txt"	16	0.963579917284392
"332"	"1119_Пуделиный_язык.txt"	14	0.0361559872327502
"333"	"1119_Пуделиный_язык.txt"	12	1.32047741431091e-05
"334"	"1119_Пуделиный_язык.txt"	8	1.32047741429667e-05
"335"	"1119_Пуделиный_язык.txt"	15	1.32047741429561e-05
"336"	"1119_Пуделиный_язык.txt"	21	1.32047741429348e-05
"337"	"1119_Пуделиный_язык.txt"	5	1.3204774142934e-05
"338"	"1119_Пуделиный_язык.txt"	19	1.32047741429036e-05
"339"	"1119_Пуделиный_язык.txt"	7	1.32047741428963e-05
"340"	"1119_Пуделиный_язык.txt"	6	1.32047741428921e-05
"341"	"1119_Пуделиный_язык.txt"	2	1.32047741428741e-05
"342"	"1119_Пуделиный_язык.txt"	9	1.32047741428737e-05
"343"	"1119_Пуделиный_язык.txt"	1	1.32047741428697e-05
"344"	"1119_Пуделиный_язык.txt"	22	1.32047741428596e-05
"345"	"1119_Пуделиный_язык.txt"	11	1.32047741428549e-05
"346"	"1119_Пуделиный_язык.txt"	4	1.3204774142831e-05
"347"	"1119_Пуделиный_язык.txt"	20	1.32047741428306e-05
"348"	"1119_Пуделиный_язык.txt"	17	1.32047741428147e-05
"349"	"1119_Пуделиный_язык.txt"	13	1.32047741428143e-05
"350"	"1119_Пуделиный_язык.txt"	18	1.32047741428128e-05
"351"	"1119_Пуделиный_язык.txt"	10	1.3204774142776e-05
"352"	"1119_Пуделиный_язык.txt"	3	1.32047741427126e-05
"353"	"1121_Сын_стрелочника.txt"	11	0.921372331394039
"354"	"1121_Сын_стрелочника.txt"	15	0.0784158219143688
"355"	"1121_Сын_стрелочника.txt"	22	1.05923345797127e-05
"356"	"1121_Сын_стрелочника.txt"	8	1.05923345796889e-05
"357"	"1121_Сын_стрелочника.txt"	21	1.05923345796861e-05
"358"	"1121_Сын_стрелочника.txt"	7	1.05923345796736e-05
