"group"	"mean_par"	"scaled_par"	"scaled_par_div"
"1"	"1"	2.8	3.175	1.31083217583136
"2"	"2"	2	3.01666666666667	1.24546259225972
"3"	"3"	4.25	2.5	1.03215131955225
"4"	"4"	1.25	3.91666666666667	1.61703706729853
"5"	"5"	6.25	3.41666666666667	1.41060680338808
"6"	"6"	2.75	4.33333333333333	1.7890622872239
"7"	"7"	4	2.91666666666667	1.20417653947763
"8"	"8"	2	2.83333333333333	1.16977149549255
"9"	"9"	2.5	2.03333333333333	0.839483073235831
"10"	"10"	1.6	0.85	0.350931448647765
