"group"	"mean_par"	"scaled_par"	"scaled_par_div"
"1"	"1"	2.8	2.05	0.879069188508641
"2"	"2"	1	2.35	1.00771345999771
"3"	"3"	3.25	2.25	0.964832036168021
"4"	"4"	2.5	2.51666666666667	1.07918249971386
"5"	"5"	1.8	2.1	0.900509900423486
"6"	"6"	2	1.93333333333333	0.829040860707337
"7"	"7"	2	2.25	0.964832036168021
"8"	"8"	2.75	2	0.857628476593796
"9"	"9"	1.25	3.53333333333333	1.51514364198237
"10"	"10"	6.6	6.225	2.66936863339819
